script_id,subtitle_id,script_text,subtitle_text,similarity
42,365,"おはようございます","毎日毎日",0.919477522373199
42,740,"おはようございます","僕たちの馴れ初めを",0.911234736442566
42,670,"おはようございます","カラオケ",0.908594846725464
42,25,"おはようございます","モユリと日が強",0.903877735137939
42,198,"おはようございます","今日の朝の数値どうだった？",0.895052492618561
42,170,"おはようございます","半身ラーメン",0.89276123046875
42,17,"おはようございます","午後から体重特急だっけ？",0.883317351341248
42,487,"おはようございます","銀行ビルを作りました",0.874677300453186
43,296,"誰もいない。","得意な技は一つもなかった",0.888549506664276
46,351,"(会釈して)……","まあ正直、",0.919816374778748
46,414,"(会釈して)……","すぐ野さんで",0.913537383079529
46,149,"(会釈して)……","交流する時は",0.90113639831543
46,36,"(会釈して)……","五番目の十位",0.899094343185425
49,661,"奥の部屋から仲村が現われて、","白海海水族館上村和也様",0.883492112159729
50,11,"はいこれ","はいこれ",1.00000023841858
50,23,"はいこれ","はいよろしく",0.947994530200958
50,705,"はいこれ","そうです",0.947259485721588
50,711,"はいこれ","そうですねちょっと",0.935970366001129
50,150,"はいこれ","絶対に",0.915447235107422
50,553,"はいこれ","使えるんじゃないですか。",0.915062844753265
50,485,"はいこれ","きちんとした",0.897586286067963
52,98,"え？と受け取る一也。","だって一かな？",0.939827024936676
53,12,"机は、あっちの片隅を使って","机の片隅を使って",0.968640089035034
53,272,"机は、あっちの片隅を使って","富士の尾びれの四分の三に",0.877810478210449
54,15,"指差した一角には、何もない空机。","空室はそこ",0.912172675132751
54,359,"指差した一角には、何もない空机。","イルカの人口ビルではまだ誰も作ったことがなく、",0.873526513576508
55,13,"着替えたらみんなに紹介するから","着替えたらみんなで紹介するから",0.997514963150024
58,15,"あ、更衣室はそこ","空室はそこ",0.924474835395813
58,163,"あ、更衣室はそこ","水槽内を",0.892093300819397
63,22,"よろしくお願いします（頭を下げる）","お願いします",0.947136342525482
63,372,"よろしくお願いします（頭を下げる）","お願いします",0.947136342525482
63,587,"よろしくお願いします（頭を下げる）","お願いします",0.947136342525482
63,698,"よろしくお願いします（頭を下げる）","お願いします",0.947136342525482
63,704,"よろしくお願いします（頭を下げる）","お願いします",0.947136342525482
63,558,"よろしくお願いします（頭を下げる）","お願いします。",0.941281855106354
63,667,"よろしくお願いします（頭を下げる）","ありがとうございました",0.939565420150757
63,743,"よろしくお願いします（頭を下げる）","ありがとうございます",0.938987493515015
63,451,"よろしくお願いします（頭を下げる）","協力させていただきたいと思っております",0.933365285396576
63,139,"よろしくお願いします（頭を下げる）","応援してるよ",0.926626682281494
63,148,"よろしくお願いします（頭を下げる）","固定してくださいね",0.922846853733063
63,496,"よろしくお願いします（頭を下げる）","リクエストが二点あります",0.898299336433411
64,26,"飼育員の望月ユリと比嘉剛。
飼育のことはこの２人に聞いて覚えるように","飼育のことはこの二人に聞いて覚えるよう",0.913531601428986
65,118,"え、飼育？","飼育ができて",0.936882376670837
65,24,"え、飼育？","え飼育インの",0.935403823852539
65,237,"え、飼育？","自分が世話してきた動物死なせたことある？",0.894702911376953
65,26,"え、飼育？","飼育のことはこの二人に聞いて覚えるよう",0.892450034618378
65,43,"え、飼育？","一日中餌とありですか？",0.88894647359848
65,566,"え、飼育？","生き物の生命力には",0.882282912731171
66,27,"えーと、次は……","えっと次は",0.967257797718048
66,113,"えーと、次は……","じゃあ",0.951129555702209
66,157,"えーと、次は……","じゃあ",0.951129555702209
66,161,"えーと、次は……","じゃあ",0.951129555702209
66,402,"えーと、次は……","じゃあ",0.951129555702209
66,405,"えーと、次は……","じゃあ",0.951129555702209
66,380,"えーと、次は……","あとどんぐらいかかりそう？",0.931175649166107
66,197,"えーと、次は……","それから",0.929722666740417
66,517,"えーと、次は……","これはもうちょっと上ですね",0.925999522209167
66,375,"えーと、次は……","後日こちらから連絡差し上げます",0.924131989479065
66,644,"えーと、次は……","次回の過ではもっとちょっと待ってください。",0.92148357629776
66,526,"えーと、次は……","もう泳いだ",0.919793844223022
66,720,"えーと、次は……","完食だ",0.917502045631409
66,337,"えーと、次は……","それ以来、",0.913269639015198
66,406,"えーと、次は……","また連絡する",0.909180402755737
66,294,"えーと、次は……","手を明かされたもん",0.90728497505188
66,19,"えーと、次は……","え？今日からあーうちで働く十位の",0.901222586631775
66,36,"えーと、次は……","五番目の十位",0.897923231124878
66,129,"えーと、次は……","来週",0.897061288356781
67,239,"さっさと行ってしまう仲村。","富士の発病は突然だった",0.882518529891968
68,220,"え、あ、あの、オレ獣医……","お前獣医の癖に気づかなかったのかよ",0.95191365480423
68,477,"え、あ、あの、オレ獣医……","こんなもんつけやがって泳げに食ってしょうがない",0.915926814079285
68,112,"え、あ、あの、オレ獣医……","全部飼育の仕事じゃないですか",0.908757328987122
68,626,"え、あ、あの、オレ獣医……","ほら赤ちゃんが見えるでしょ。ぱくぱくしてるのが赤ちゃんだよ",0.904210567474365
68,277,"え、あ、あの、オレ獣医……","県立北部病院の島袋先生にお願いしました",0.882699608802795
69,336,"言いながら後を追う一也。","男を追っかけて本土行ったんだ。",0.878432154655457
70,33,"あれ？今年になって辞めたの、
３人だっけ","今年になって辞めたの三人だっけ？",0.979116559028625
70,231,"あれ？今年になって辞めたの、
３人だっけ","前に担当してたビューティーとかなくしてるの",0.886208117008209
72,37,"いつまでもつかな……","いつまでもつかな",0.988010883331299
72,771,"いつまでもつかな……","夢を追い続けていきます",0.932004451751709
72,365,"いつまでもつかな……","毎日毎日",0.923428535461426
72,151,"いつまでもつかな……","投げないでくださいよ",0.92211788892746
72,148,"いつまでもつかな……","固定してくださいね",0.920886397361755
72,520,"いつまでもつかな……","緩みはないです",0.917414128780365
72,45,"いつまでもつかな……","ひちゃんと落とせよ",0.917378187179565
72,392,"いつまでもつかな……","ずっと待ってたんだから",0.913752317428589
72,401,"いつまでもつかな……","変わらないね風は",0.912129104137421
72,770,"いつまでもつかな……","東京へは戻りません",0.90895277261734
72,292,"いつまでもつかな……","頑固で",0.908489525318146
72,486,"いつまでもつかな……","データを残してくれ",0.906924545764923
72,238,"いつまでもつかな……","不思議で持ってくる",0.904990255832672
72,499,"いつまでもつかな……","二つ目は壊れないこと",0.902818500995636
72,25,"いつまでもつかな……","モユリと日が強",0.901563405990601
72,593,"いつまでもつかな……","富士に乾",0.897354304790497
76,38,"……まだ切るんですか","まだ切るんですか？",0.969748914241791
76,177,"……まだ切るんですか","まだ持ってるか？",0.925253093242645
76,260,"……まだ切るんですか","切り落とすしかないと思っています",0.91045731306076
76,268,"……まだ切るんですか","切り落とすが止まれば",0.898124098777771
77,40,"１頭で１日10キロ、
20頭いるから２００キロ以上。","二十頭いるから二百キロ以上",0.91750031709671
77,39,"１頭で１日10キロ、
20頭いるから２００キロ以上。","一頭で一日十キロ",0.902167737483978
77,62,"１頭で１日10キロ、
20頭いるから２００キロ以上。","二百二十キロは",0.884968638420105
78,42,"それを６回にわけて食べさせるのよ","六回に分けて食べてするのね",0.976185739040375
78,249,"それを６回にわけて食べさせるのよ","栄養と薬を与えるため",0.879703462123871
79,43,"１日中餌切りと餌やりですか","一日中餌とありですか？",0.95279860496521
79,39,"１日中餌切りと餌やりですか","一頭で一日十キロ",0.89994204044342
80,44,"１年中だよ","一年中だよ",0.966995298862457
80,53,"１年中だよ","今日中に",0.925053298473358
80,747,"１年中だよ","所要時間は",0.918583154678345
80,742,"１年中だよ","毎年",0.908856689929962
80,129,"１年中だよ","来週",0.895405232906342
80,605,"１年中だよ","半年",0.892269015312195
80,749,"１年中だよ","一時間四十五分を予定しております",0.870027661323547
82,101,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","イルカが飲み込んだらどうすんだ",0.928380489349365
82,119,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","しっかりイルカと付き合えなければ",0.922294855117798
82,623,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","イルカのお腹の調子や",0.915527999401093
82,501,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","その破片をイルカが食べてしまう危険があるからです",0.906209230422974
82,507,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","イルカのビルってまた生えてくるって知ってた？",0.896575748920441
82,466,"ヒレちゃんと落とせよ。
イルカが喉詰まらすから","プールに閉じ込めて冷凍の魚を食わしてるから病気になるんだ",0.891627788543701
88,47,"ウチにはイルカが全部で20頭いる。
バンドウイルカが５頭、","うちにはイルカが全部で二十頭いる",0.936561167240143
90,52,"シワハイルカが１頭だ","シワハイルカが一頭だ",0.991125047206879
90,48,"シワハイルカが１頭だ","番頭イルカが",0.926173388957977
90,51,"シワハイルカが１頭だ","浜イルカが二頭",0.918737947940826
90,409,"シワハイルカが１頭だ","たったた一等のイルカのために",0.917453467845917
90,448,"シワハイルカが１頭だ","イルカの富士が",0.90891021490097
90,49,"シワハイルカが１頭だ","五島道が六頭",0.885547995567322
90,50,"シワハイルカが１頭だ","南番頭は六頭",0.882083356380463
91,99,"……はぁ","ああああ",0.962369978427887
91,538,"……はぁ","いやあ、",0.958078682422638
91,574,"……はぁ","そうそうそうそうそうそうそうそう",0.950952589511871
91,339,"……はぁ","は父に",0.921243667602539
92,54,"今日中にイルカの顔と名前を覚えるように","イルカの顔と名前を覚えるよね",0.951810777187347
92,763,"今日中にイルカの顔と名前を覚えるように","人とイルカに",0.91020655632019
92,440,"今日中にイルカの顔と名前を覚えるように","イルカの気持ちって",0.907109260559082
92,117,"今日中にイルカの顔と名前を覚えるように","イルカのことをどれだけわかってる？",0.897662460803986
92,47,"今日中にイルカの顔と名前を覚えるように","うちにはイルカが全部で二十頭いる",0.894189119338989
93,47,"目の前のプールには、４頭のバンドウイルカ。","うちにはイルカが全部で二十頭いる",0.894527673721313
94,55,"（４頭を見渡し）みんな同じ顔じゃないっすか","みんな同じ顔じゃないですか？",0.967633783817291
94,56,"（４頭を見渡し）みんな同じ顔じゃないっすか","傷や体の色で見分けろ",0.919276893138885
94,626,"（４頭を見渡し）みんな同じ顔じゃないっすか","ほら赤ちゃんが見えるでしょ。ぱくぱくしてるのが赤ちゃんだよ",0.904283404350281
95,56,"傷や体の色で見分けろ。右からポイ、
コニー、ダン、フジ","傷や体の色で見分けろ",0.946642577648163
99,111,"最後に一人残ってプールを掃除している一也。","餌にプール掃除にバケツ洗い",0.893370866775513
101,109,"（何でこんなことしなきゃ……）","俺いつまでこんなことやんなきゃなんないんですか？",0.933633089065552
101,35,"（何でこんなことしなきゃ……）","だから",0.93086189031601
101,234,"（何でこんなことしなきゃ……）","だから",0.93086189031601
101,769,"（何でこんなことしなきゃ……）","だから",0.930861830711365
101,360,"（何でこんなことしなきゃ……）","もしできれば",0.923589468002319
101,308,"（何でこんなことしなきゃ……）","やれるだけのことをやる",0.920718312263489
101,214,"（何でこんなことしなきゃ……）","だよやんなきゃいけないことめちゃくちゃいっぱいあってさ",0.913576006889343
101,494,"（何でこんなことしなきゃ……）","使命だと",0.912738561630249
101,379,"（何でこんなことしなきゃ……）","今そっち向かってるから",0.9122354388237
101,261,"（何でこんなことしなきゃ……）","他に方法はないの？",0.91217041015625
101,75,"（何でこんなことしなきゃ……）","だからビッグマザー",0.90509170293808
101,458,"（何でこんなことしなきゃ……）","ストレスを与えるようなことがあったら、",0.903867125511169
101,457,"（何でこんなことしなきゃ……）","無事を傷つけたり、",0.894367933273315
101,615,"（何でこんなことしなきゃ……）","この仕事を二十年やってますが",0.893540978431702
101,266,"（何でこんなことしなきゃ……）","節が止まらなければ",0.893262028694153
101,328,"（何でこんなことしなきゃ……）","新たな病気を引き起こす可能性があります",0.892770826816559
101,610,"（何でこんなことしなきゃ……）","の帯を作ってるって言ったら",0.892698347568512
101,498,"（何でこんなことしなきゃ……）","傷つけないこと",0.891595244407654
101,475,"（何でこんなことしなきゃ……）","生き物にとって快適な環境を作らなきゃならない。",0.887376427650452
101,13,"（何でこんなことしなきゃ……）","着替えたらみんなで紹介するから",0.885447382926941
101,249,"（何でこんなことしなきゃ……）","栄養と薬を与えるため",0.882483541965485
101,241,"（何でこんなことしなきゃ……）","エ氏がなぜ起こったのか",0.882047474384308
103,125,"うわっ！","うわあ",0.97743034362793
103,67,"うわっ！","うわ",0.97458815574646
103,1,"うわっ！","うん",0.963026881217957
103,6,"うわっ！","うん",0.963026881217957
103,79,"うわっ！","うん",0.963026881217957
103,102,"うわっ！","うん",0.963026881217957
103,110,"うわっ！","うん",0.963026881217957
103,132,"うわっ！","うん",0.963026881217957
103,319,"うわっ！","うん",0.963026881217957
103,381,"うわっ！","うん",0.963026881217957
103,404,"うわっ！","うん",0.963026881217957
103,442,"うわっ！","うん",0.963026881217957
103,445,"うわっ！","うん",0.963026881217957
103,514,"うわっ！","うん",0.963026881217957
103,522,"うわっ！","うん",0.963026881217957
103,572,"うわっ！","うん",0.963026881217957
103,573,"うわっ！","うん",0.963026881217957
103,576,"うわっ！","うん",0.963026881217957
103,677,"うわっ！","うん",0.963026881217957
103,636,"うわっ！","ね。",0.944639980792999
103,631,"うわっ！","すごいなあ。",0.935827016830444
103,488,"うわっ！","素晴らしい",0.935016572475433
107,70,"植村君、
ビッグマザーに嫌われちゃったね","ビッグマザーに嫌われちゃったね",0.949614405632019
107,91,"植村君、
ビッグマザーに嫌われちゃったね","親の離婚でおじいに預けられたまま",0.886079549789429
108,75,"ビッグマザー？
そんな名前いましたっけ？","だからビッグマザー",0.946384251117706
108,70,"ビッグマザー？
そんな名前いましたっけ？","ビッグマザーに嫌われちゃったね",0.942265093326569
108,72,"ビッグマザー？
そんな名前いましたっけ？","名前いましたっけ？",0.928549766540527
108,301,"ビッグマザー？
そんな名前いましたっけ？","海海のビッグマザーだ",0.927844822406769
109,74,"フジのことよ。
芸は苦手だけど３頭の子供を産んだ子育ての名人、","三頭の子供を産んだ子育ての名人",0.896220445632935
110,75,"だからビッグマザー","だからビッグマザー",0.999999821186066
110,301,"だからビッグマザー","海海のビッグマザーだ",0.939552128314972
110,70,"だからビッグマザー","ビッグマザーに嫌われちゃったね",0.932379484176636
110,335,"だからビッグマザー","うちの母親は",0.908045887947083
110,420,"だからビッグマザー","早期から大盛り",0.880222856998444
110,124,"だからビッグマザー","官庁の方針だ",0.872959792613983
113,100,"(振り向き)あっ、お前……","何やってんの？お前",0.950496792793274
113,232,"(振り向き)あっ、お前……","だから順位のあなたにはついきついこと言っちゃうんだよ",0.896826028823853
115,128,"え……？","なんだこれ",0.953714430332184
115,192,"え……？","か？",0.950303912162781
116,80,"オジイから引っ越し祝い","おじいから引っ越しわ",0.91736227273941
116,356,"オジイから引っ越し祝い","アメリカのグッドイヤーが",0.887030482292175
120,73,"……（ペコッと頭を下げる）","芸は苦手だけど",0.915264368057251
120,232,"……（ペコッと頭を下げる）","だから順位のあなたにはついきついこと言っちゃうんだよ",0.90014237165451
124,676,"(あれ？またあいつ……)","久しぶりだね",0.94080376625061
124,72,"(あれ？またあいつ……)","名前いましたっけ？",0.929346978664398
125,83,"どうしたの？","どうしたの？",0.99999988079071
125,202,"どうしたの？","どうしたの？",0.99999988079071
125,654,"どうしたの？","どうなんだ？",0.966181457042694
125,172,"どうしたの？","どうだ？",0.961176514625549
125,727,"どうしたの？","どうですか？",0.955850064754486
125,134,"どうしたの？","どんなして",0.936405658721924
125,103,"どうしたの？","大丈夫か？",0.932113945484161
125,265,"どうしたの？","助かるのか？",0.921084225177765
125,307,"どうしたの？","助かるのか？",0.921084225177765
125,181,"どうしたの？","それとうまくやってるか？",0.915063321590424
125,205,"どうしたの？","今大丈夫？",0.91404139995575
125,198,"どうしたの？","今日の朝の数値どうだった？",0.880753576755524
126,538,"あ、いや","いやあ、",0.991666555404663
126,85,"あ、いや","いや",0.977327585220337
126,537,"あ、いや","いや",0.977327585220337
126,717,"あ、いや","いや",0.977327585220337
126,396,"あ、いや","いやちょっと",0.970518112182617
126,108,"あ、いや","あじゃあ",0.963926255702972
126,435,"あ、いや","ないのに",0.958522081375122
126,113,"あ、いや","じゃあ",0.957464516162872
126,157,"あ、いや","じゃあ",0.957464516162872
126,161,"あ、いや","じゃあ",0.957464516162872
126,402,"あ、いや","じゃあ",0.957464516162872
126,405,"あ、いや","じゃあ",0.957464516162872
126,461,"あ、いや","でも、",0.948432445526123
126,716,"あ、いや","あれでしょ？ほら",0.946652591228485
126,69,"あ、いや","すいません",0.942602932453156
126,105,"あ、いや","すいません",0.942602932453156
126,659,"あ、いや","すいませんでした",0.942312896251678
126,297,"あ、いや","だけど",0.938551068305969
126,18,"あ、いや","え失礼",0.936778903007507
126,251,"あ、いや","しかし",0.936389327049255
126,711,"あ、いや","そうですねちょっと",0.935584604740143
126,607,"あ、いや","なくても",0.932315707206726
126,384,"あ、いや","時間ないよ",0.930890083312988
126,411,"あ、いや","ない",0.930366992950439
126,431,"あ、いや","ない",0.930366992950439
126,649,"あ、いや","でも",0.929757595062256
126,715,"あ、いや","引き受けてはもらえませんでしょうか？",0.925631821155548
126,291,"あ、いや","それはとにかく",0.920955121517181
126,351,"あ、いや","まあ正直、",0.916357398033142
126,378,"あ、いや","悪い",0.91610860824585
126,4,"あ、いや","ダメ",0.915833115577698
126,728,"あ、いや","全く",0.910701990127563
128,88,"(気づいて)あの子、
ミチルっていうのよ。","あの子道っていうのね",0.90498274564743
129,89,"館長が昔から世話になっている漁師さんの孫なの","館長が昔から世話になっている",0.93707263469696
129,90,"館長が昔から世話になっている漁師さんの孫なの","漁師さんの孫な",0.919337034225464
129,338,"館長が昔から世話になっている漁師さんの孫なの","おじいがあの子の面倒見てる",0.902851819992065
129,179,"館長が昔から世話になっている漁師さんの孫なの","俺も接待なんかより魚の相手していてよ",0.891623258590698
132,91,"親の離婚でオジイに預けられたまま、
学校にも行ってないみたい。","親の離婚でおじいに預けられたまま",0.926681041717529
133,93,"いっつもフジに会いに来てんだよね","いつも富士に会いに来てんだよね",0.954171001911163
133,617,"いっつもフジに会いに来てんだよね","完全に俺たち富士に咲きこされてますよね。",0.899139761924744
133,546,"いっつもフジに会いに来てんだよね","富士は何度もキックしてますね。",0.89237105846405
133,630,"いっつもフジに会いに来てんだよね","コニーのターゲットを描けてジャンプしてきたんだから、",0.891130447387695
133,286,"いっつもフジに会いに来てんだよね","富士山の見える伊豆の海から来たから富士",0.87950187921524
135,545,"１つ鳴り、２つ鳴り、その数が増えていく。","帯を一、二度振るとスと進みますが、",0.90315055847168
143,457,"と、ツルッと滑り、転倒。","無事を傷つけたり、",0.901246190071106
143,545,"と、ツルッと滑り、転倒。","帯を一、二度振るとスと進みますが、",0.892556428909302
147,473,"大喜びの観客たち。","見たいという人がいる以上、",0.890447318553925
150,531,"ふと、丸窓に目を向ける一也。","数値が見える窓があるんで",0.896411836147308
155,569,"と、過ってペンをプールに落とす。","浅瀬プールに呼び込む訓練の",0.885035514831543
156,99,"あ、ああ！","ああああ",0.986007392406464
156,126,"あ、ああ！","ああ",0.979669034481049
156,515,"あ、ああ！","ああ",0.979669034481049
156,536,"あ、ああ！","ああ",0.979669034481049
156,577,"あ、ああ！","ああ",0.979669034481049
156,668,"あ、ああ！","ああ",0.979669034481049
156,722,"あ、ああ！","ああ",0.979669034481049
156,723,"あ、ああ！","ああ",0.979669034481049
156,108,"あ、ああ！","あじゃあ",0.963919281959534
156,14,"あ、ああ！","あ",0.963709950447083
156,84,"あ、ああ！","あ",0.963709950447083
156,320,"あ、ああ！","あ",0.963709950447083
156,684,"あ、ああ！","あ",0.963709950447083
156,730,"あ、ああ！","あ",0.963709950447083
156,750,"あ、ああ！","あ",0.963709950447083
156,574,"あ、ああ！","そうそうそうそうそうそうそうそう",0.950740218162537
156,509,"あ、ああ！","そうそうそう",0.947202503681183
156,322,"あ、ああ！","おいおい",0.943076968193054
156,58,"あ、ああ！","おい",0.938273668289185
156,77,"あ、ああ！","おい",0.938273668289185
156,82,"あ、ああ！","おい",0.938273668289185
156,321,"あ、ああ！","おい",0.938273668289185
156,324,"あ、ああ！","おい",0.938273668289185
156,575,"あ、ああ！","おい",0.938273668289185
156,190,"あ、ああ！","やは",0.930661380290985
156,525,"あ、ああ！","あやった",0.927049279212952
156,291,"あ、ああ！","それはとにかく",0.921481251716614
156,687,"あ、ああ！","おじいは",0.913954675197601
156,670,"あ、ああ！","カラオケ",0.906142711639404
157,49,"うろたえる一也。","五島道が六頭",0.8863884806633
159,101,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカが飲み込んだらどうすんだ",0.979176759719849
159,623,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカのお腹の調子や",0.930886447429657
159,119,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","しっかりイルカと付き合えなければ",0.930644929409027
159,477,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","こんなもんつけやがって泳げに食ってしょうがない",0.923788249492645
159,763,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","人とイルカに",0.913940250873566
159,46,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカがつまら",0.912392377853394
159,54,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカの顔と名前を覚えるよね",0.911268889904022
159,422,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルか体に物つけられるの",0.909917116165161
159,507,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカのビルってまた生えてくるって知ってた？",0.909254968166351
159,465,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカを水族館なんかで飼ってるから、",0.906731307506561
159,354,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","イルカの帯びは",0.904335498809814
159,501,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","その破片をイルカが食べてしまう危険があるからです",0.903999447822571
159,357,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","サメに右手を食べられた亀に",0.902476608753204
159,601,"何やってんだお前！
イルカが飲み込んだらどうすんだ！","人工帯びが軌道に乗るまでは飲まないんですね",0.894652783870697
162,69,"すみません……","すいません",0.971938729286194
162,105,"すみません……","すいません",0.971938729286194
162,659,"すみません……","すいませんでした",0.970195114612579
162,658,"すみません……","失礼します",0.962157726287842
162,393,"すみません……","ごめん",0.953083097934723
162,656,"すみません……","どうなんだよお前もういい",0.951772093772888
162,323,"すみません……","ちょっと待って",0.950604677200317
162,676,"すみません……","久しぶりだね",0.943757891654968
162,18,"すみません……","え失礼",0.939527869224548
162,270,"すみません……","もうちょっと上げてください",0.932229042053223
162,186,"すみません……","そう聞かないでください",0.929763615131378
162,155,"すみません……","優しくない",0.927937924861908
162,403,"すみません……","気をつけて帰ってね",0.925434231758118
162,715,"すみません……","引き受けてはもらえませんでしょうか？",0.925410091876984
162,691,"すみません……","心配ない",0.923921406269073
162,653,"すみません……","お前責任取れんのか？",0.917365074157715
162,5,"すみません……","自転車だめですよ",0.915334105491638
162,495,"すみません……","ブリジストンスドウ様",0.91316556930542
162,378,"すみません……","悪い",0.912291169166565
162,753,"すみません……","風の代わり",0.900545716285706
165,280,"と、仲村が顔を出す。","上村が担当する",0.904002785682678
165,664,"と、仲村が顔を出す。","上村さんの言葉に",0.900997340679169
165,661,"と、仲村が顔を出す。","白海海水族館上村和也様",0.886629581451416
165,50,"と、仲村が顔を出す。","南番頭は六頭",0.882609069347382
166,107,"どうね、これだけあると楽しいだろ","これだけやると楽しいだろう",0.964525163173676
166,332,"どうね、これだけあると楽しいだろ","面白そうじゃねえか。",0.933659911155701
166,137,"どうね、これだけあると楽しいだろ","こっちは忙しいながらも毎日充実してます",0.901362061500549
167,109,"……課長、
オレいつまでこんなことやんなきゃなんないんですか","俺いつまでこんなことやんなきゃなんないんですか？",0.952448606491089
167,615,"……課長、
オレいつまでこんなことやんなきゃなんないんですか","この仕事を二十年やってますが",0.89895486831665
168,64,"ん？","な？",0.980191946029663
168,182,"ん？","え？",0.970974445343018
168,385,"ん？","え？",0.970974445343018
168,660,"ん？","え？",0.970974445343018
168,725,"ん？","え？",0.970974445343018
168,733,"ん？","え？",0.970974445343018
168,224,"ん？","なんだ",0.963334798812866
168,192,"ん？","か？",0.961038947105408
168,1,"ん？","うん",0.953682541847229
168,6,"ん？","うん",0.953682541847229
168,79,"ん？","うん",0.953682541847229
168,102,"ん？","うん",0.953682541847229
168,110,"ん？","うん",0.953682541847229
168,132,"ん？","うん",0.953682541847229
168,319,"ん？","うん",0.953682541847229
168,381,"ん？","うん",0.953682541847229
168,404,"ん？","うん",0.953682541847229
168,442,"ん？","うん",0.953682541847229
168,445,"ん？","うん",0.953682541847229
168,514,"ん？","うん",0.953682541847229
168,522,"ん？","うん",0.953682541847229
168,572,"ん？","うん",0.953682541847229
168,573,"ん？","うん",0.953682541847229
168,576,"ん？","うん",0.953682541847229
168,677,"ん？","うん",0.953682541847229
168,636,"ん？","ね。",0.952497959136963
168,167,"ん？","ね",0.951747000217438
168,413,"ん？","ね",0.951747000217438
168,436,"ん？","ね",0.951747000217438
168,529,"ん？","ね",0.951747000217438
168,608,"ん？","ね",0.951747000217438
168,612,"ん？","ね",0.951747000217438
168,590,"ん？","ん",0.94873458147049
168,598,"ん？","ん",0.94873458147049
168,236,"ん？","あなたは",0.935925304889679
168,103,"ん？","大丈夫か？",0.93256151676178
168,205,"ん？","今大丈夫？",0.90951931476593
169,111,"餌切りに餌やり。
プール掃除にバケツ洗い。","餌にプール掃除にバケツ洗い",0.974906384944916
169,475,"餌切りに餌やり。
プール掃除にバケツ洗い。","生き物にとって快適な環境を作らなきゃならない。",0.884698212146759
170,112,"全部飼育員の仕事じゃないですか","全部飼育の仕事じゃないですか",0.985791921615601
170,24,"全部飼育員の仕事じゃないですか","え飼育インの",0.913316190242767
